school_id,miur_code,text_review,school_name
"29794
",TNTD00450R,Non sapete cos’è una scuola e non sapete lavorare.,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
            
"
"29794
",TNTD00450R,.... aspettando... i soprusi del dirigente scolastico,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
            
"
"29794
",TNTD00450R,Personale poco cordiale,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
            
"
"29794
",TNTD00450R,(Traduzione di Google) Conosci il modo?(Originale)Do you know de way ?,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE
            
"
"29795
",TNTD00401C,Non sapete cos’è una scuola e non sapete lavorare.,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
            
"
"29795
",TNTD00401C,.... aspettando... i soprusi del dirigente scolastico,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
            
"
"29795
",TNTD00401C,Personale poco cordiale,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
            
"
"29795
",TNTD00401C,(Traduzione di Google) Conosci il modo?(Originale)Do you know de way ?,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO
            
"
"29796
",TNTD00450R,Non sapete cos’è una scuola e non sapete lavorare.,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
            
"
"29796
",TNTD00450R,.... aspettando... i soprusi del dirigente scolastico,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
            
"
"29796
",TNTD00450R,Personale poco cordiale,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
            
"
"29796
",TNTD00450R,(Traduzione di Google) Conosci il modo?(Originale)Do you know de way ?,"

                
ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE
            
"
"29797
",TNPS00401L,Non sapete cos’è una scuola e non sapete lavorare.,"

                
LICEO DELLE SCIENZE UMANE
            
"
"29797
",TNPS00401L,.... aspettando... i soprusi del dirigente scolastico,"

                
LICEO DELLE SCIENZE UMANE
            
"
"29797
",TNPS00401L,Personale poco cordiale,"

                
LICEO DELLE SCIENZE UMANE
            
"
"29797
",TNPS00401L,(Traduzione di Google) Conosci il modo?(Originale)Do you know de way ?,"

                
LICEO DELLE SCIENZE UMANE
            
"
"29798
",TNPS00401L,Non sapete cos’è una scuola e non sapete lavorare.,"

                
LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
            
"
"29798
",TNPS00401L,.... aspettando... i soprusi del dirigente scolastico,"

                
LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
            
"
"29798
",TNPS00401L,Personale poco cordiale,"

                
LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
            
"
"29798
",TNPS00401L,(Traduzione di Google) Conosci il modo?(Originale)Do you know de way ?,"

                
LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE
            
"
"29799
",TNPS00401L,Non sapete cos’è una scuola e non sapete lavorare.,"

                
LICEO LINGUISTICO
            
"
"29799
",TNPS00401L,.... aspettando... i soprusi del dirigente scolastico,"

                
LICEO LINGUISTICO
            
"
"29799
",TNPS00401L,Personale poco cordiale,"

                
LICEO LINGUISTICO
            
"
"29799
",TNPS00401L,(Traduzione di Google) Conosci il modo?(Originale)Do you know de way ?,"

                
LICEO LINGUISTICO
            
"
"29800
",TNPS00401L,Non sapete cos’è una scuola e non sapete lavorare.,"

                
LICEO SCIENTIFICO
            
"
"29800
",TNPS00401L,.... aspettando... i soprusi del dirigente scolastico,"

                
LICEO SCIENTIFICO
            
"
"29800
",TNPS00401L,Personale poco cordiale,"

                
LICEO SCIENTIFICO
            
"
"29800
",TNPS00401L,(Traduzione di Google) Conosci il modo?(Originale)Do you know de way ?,"

                
LICEO SCIENTIFICO
            
"
"29371
",nan,È una bella scuola,"

                
Scuola dell'Infanzia di Zambana ""Girotondo""
            
"
"29243
",TN1M00900P,Scuola paritaria. Molto attenti agli alunni. Progetto educativo interessante,"

                
SCUOLA SECONDARIA DI PRIMO GRADO ""LA VELA"" ROVERETO
            
"
"29862
",TNCF011001,"La frequenta mio figlio da 3 anni, a giugno 2022 ha conseguito il diploma di cuoco e a settembre frequenterà il IV anno di cucina. Ottima preparazione!","

                
SETTORE SERVIZI
            
"
"29862
",TNCF011001,Ottimo,"

                
SETTORE SERVIZI
            
"
"29862
",TNCF011001,"Da molto tempo in attività,  ottimo.","

                
SETTORE SERVIZI
            
"
"29863
",nan,"La frequenta mio figlio da 3 anni, a giugno 2022 ha conseguito il diploma di cuoco e a settembre frequenterà il IV anno di cucina. Ottima preparazione!","

                
SETTORE SERVIZI SERALE
            
"
"29863
",nan,Ottimo,"

                
SETTORE SERVIZI SERALE
            
"
"29863
",nan,"Da molto tempo in attività,  ottimo.","

                
SETTORE SERVIZI SERALE
            
"
"92004
",TNCF011001,"La frequenta mio figlio da 3 anni, a giugno 2022 ha conseguito il diploma di cuoco e a settembre frequenterà il IV anno di cucina. Ottima preparazione!","

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"92004
",TNCF011001,Ottimo,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"92004
",TNCF011001,"Da molto tempo in attività,  ottimo.","

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"122612
",TNCF010001,"Ordinato, con regole anti covid rispettate. Insegnanti preparati e collaborativi con gli esperti esterni.","

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"122612
",TNCF010001,Il professore del pasticceria mal educato dhe cielo maniera come parla con i aluni in classe che va a parlare chon sua filia o sua madre che nn sono parole da un professore da dire che nn sono maniere di ofendere gli altri e nn sono insenianti che dicono sti cose spero che si prendono le rensponabilita e dhe chiede scusa ai aluni con rispeto Dela scuola spero che si trova un processore decente per poter inseniare ci deve inseniare ?Il professore del pasticceria mal educato dhe cielo maniera come parla con i aluni in classe che va a parlare chon sua filia o sua madre che nn sono parole da un professore da dire che nn sono maniere di ofendere gli altri e nn sono …Altro,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"122612
",TNCF010001,Ottima scuola professionale con insegnanti fantastici e soprattutto con tanta umanità e comprensione verso i ragazzi e le famiglie ❤,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"122612
",TNCF010001,"Istituto esemplare! Eccellente, dire! Ci ha fatto un bellissima impressione!","

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"122612
",TNCF010001,Stupendo istituto di formazione  bella struttura particolarmente  atrezzata e ottimo insegnamento.,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"122612
",TNCF010001,piena di maranza,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"122612
",TNCF010001,Ottima preparazione.,"

                
SETTORE INDUSTRIA E ARTIGIANATO
            
"
"29859
",TNCF010001,"Ordinato, con regole anti covid rispettate. Insegnanti preparati e collaborativi con gli esperti esterni.","

                
SETTORE SERVIZI
            
"
"29859
",TNCF010001,Il professore del pasticceria mal educato dhe cielo maniera come parla con i aluni in classe che va a parlare chon sua filia o sua madre che nn sono parole da un professore da dire che nn sono maniere di ofendere gli altri e nn sono insenianti che dicono sti cose spero che si prendono le rensponabilita e dhe chiede scusa ai aluni con rispeto Dela scuola spero che si trova un processore decente per poter inseniare ci deve inseniare ?Il professore del pasticceria mal educato dhe cielo maniera come parla con i aluni in classe che va a parlare chon sua filia o sua madre che nn sono parole da un professore da dire che nn sono maniere di ofendere gli altri e nn sono …Altro,"

                
SETTORE SERVIZI
            
"
"29859
",TNCF010001,Ottima scuola professionale con insegnanti fantastici e soprattutto con tanta umanità e comprensione verso i ragazzi e le famiglie ❤,"

                
SETTORE SERVIZI
            
"
"29859
",TNCF010001,"Istituto esemplare! Eccellente, dire! Ci ha fatto un bellissima impressione!","

                
SETTORE SERVIZI
            
"
"29859
",TNCF010001,Stupendo istituto di formazione  bella struttura particolarmente  atrezzata e ottimo insegnamento.,"

                
SETTORE SERVIZI
            
"
"29859
",TNCF010001,piena di maranza,"

                
SETTORE SERVIZI
            
"
"29859
",TNCF010001,Ottima preparazione.,"

                
SETTORE SERVIZI
            
"
"76225
",nan,"Ordinato, con regole anti covid rispettate. Insegnanti preparati e collaborativi con gli esperti esterni.","

                
SETTORE SERVIZI SERALE
            
"
"76225
",nan,Il professore del pasticceria mal educato dhe cielo maniera come parla con i aluni in classe che va a parlare chon sua filia o sua madre che nn sono parole da un professore da dire che nn sono maniere di ofendere gli altri e nn sono insenianti che dicono sti cose spero che si prendono le rensponabilita e dhe chiede scusa ai aluni con rispeto Dela scuola spero che si trova un processore decente per poter inseniare ci deve inseniare ?Il professore del pasticceria mal educato dhe cielo maniera come parla con i aluni in classe che va a parlare chon sua filia o sua madre che nn sono parole da un professore da dire che nn sono maniere di ofendere gli altri e nn sono …Altro,"

                
SETTORE SERVIZI SERALE
            
"
"76225
",nan,Ottima scuola professionale con insegnanti fantastici e soprattutto con tanta umanità e comprensione verso i ragazzi e le famiglie ❤,"

                
SETTORE SERVIZI SERALE
            
"
"76225
",nan,"Istituto esemplare! Eccellente, dire! Ci ha fatto un bellissima impressione!","

                
SETTORE SERVIZI SERALE
            
"
"76225
",nan,Stupendo istituto di formazione  bella struttura particolarmente  atrezzata e ottimo insegnamento.,"

                
SETTORE SERVIZI SERALE
            
"
"76225
",nan,piena di maranza,"

                
SETTORE SERVIZI SERALE
            
"
"76225
",nan,Ottima preparazione.,"

                
SETTORE SERVIZI SERALE
            
"
"29531
",TNTD170007,In questa scuola ho anche insegnato,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO
            
"
"29531
",TNTD170007,Ottima organizzazione,"

                
ISTITUTO TECNICO PER IL SETTORE ECONOMICO
            
"
