InstituteName,SchoolAddress,SchoolName,Municipality,PhoneNumber
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,BORGO VALSUGANA,0461/753647
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,BORGO VALSUGANA,0461/753647
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,BORGO VALSUGANA,0461/753647
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,BORGO VALSUGANA,0461/753647
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",LICEO DELLE SCIENZE UMANE,BORGO VALSUGANA,0461/753647
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",LICEO SCIENTIFICO,BORGO VALSUGANA,0461/753647
"ISTITUTO DI ISTRUZIONE ""A. Degasperi"" - BORGO VALSUGANA","Via XXIV Maggio, 7 38051",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,BORGO VALSUGANA,0461/753647
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",LICEO DELLE SCIENZE UMANE,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",LICEO LINGUISTICO,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",LICEO SCIENTIFICO,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""L. Guetti"" - TIONE DI TRENTO","Via Durone, 53 38079",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,TIONE DI TRENTO,0465/321735
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Via Gandhi, 1 38033",,CAVALESE,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Via Gandhi, 1 38033",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,CAVALESE,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Corso Degasperi, 14 38037",ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PREDAZZO,PREDAZZO,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Corso Degasperi, 14 38037",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE - PREDAZZO,PREDAZZO,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Via Gandhi, 1 38033",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,CAVALESE,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Corso Degasperi, 14 38037",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE - PREDAZZO,PREDAZZO,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Via Gandhi, 1 38033",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,CAVALESE,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Via Gandhi, 1 38033",LICEO LINGUISTICO,CAVALESE,0462/341449
"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE","Via Gandhi, 1 38033",LICEO SCIENTIFICO,CAVALESE,0462/341449
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Viale Vittorio Emanuele, 5 38056",ISTITUTO TECNICO PER IL SETTORE ECONOMICO - LEVICO,LEVICO TERME,0461/706012
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","VIA SAN PIETRO, 4 38057",ISTITUTO TECNICO PER IL SETTORE ECONOMICO - PERGINE,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",LICEO DELLE SCIENZE UMANE,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","VIA SAN PIETRO, 4 38057",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",LICEO LINGUISTICO,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Curie"" - PERGINE VALSUGANA","Via S Pietro, 4 38057",LICEO SCIENTIFICO,PERGINE VALSUGANA,0461/511397
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",,MEZZOLOMBARDO,0461/601122
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,MEZZOLOMBARDO,0461/601122
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,MEZZOLOMBARDO,0461/601122
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,MEZZOLOMBARDO,0461/601122
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,MEZZOLOMBARDO,0461/601122
"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO","Via Perlasca, 4 38017",LICEO DELLE SCIENZE UMANE OPZIONE ECONOMICO SOCIALE,MEZZOLOMBARDO,0461/601122
Circolo di coordinamento n. 4,"Via Per Belvedere, 8 38123",Scuola dell'Infanzia di Trento  Ravina  &quot;Girotondo&quot;,TRENTO,0461/922216
Circolo di coordinamento n. 4,"Via Delle Prede, 2 38123",Scuola dell'Infanzia di Trento  Romagnano  &quot;Gli Gnomi del Bosco&quot;,TRENTO,0461/349153
Circolo di coordinamento n. 4,"Via Giusti, 56 38122",Scuola dell'Infanzia di Trento S.Giuseppe   &quot;Maso Ginocchio - Collodi&quot;,TRENTO,0461/930042
Circolo di coordinamento n. 6,"Via Gilli, 3 38121",,TRENTO,0461/496956
Circolo di coordinamento n. 6,"Via Delle Scuole, 9 38030",Scuola dell'Infanzia di Giovo  &quot;Il Pellicano&quot;,GIOVO,0461/684978
Circolo di coordinamento n. 6,"Piazza Municipio - Grumes, 10 38030",Scuola dell'Infanzia di Grumes,ALTAVALLE,0461/685022
Circolo di coordinamento n. 6,"Via Alla Formigheta, 4 38121",Scuola dell'Infanzia di Trento  Martignano  &quot;Arcobaleno&quot;,TRENTO,0461/830411
Circolo di coordinamento n. 6,"Via Delle Sugarine, 38 38121",Scuola dell'Infanzia di Trento  Meano  &quot;M. R. Giobatta Partelloni&quot;,TRENTO,0461/991187
Circolo di coordinamento n. 6,"Localita Melta, 14 38121",Scuola dell'Infanzia di Trento  Melta di Gardolo  &quot;Il girasole&quot;,TRENTO,0461/991622
Circolo di coordinamento n. 6,"Via Dei Solteri, 24 38121",Scuola dell'Infanzia di Trento  Solteri  &quot;Il Quadrifoglio&quot;,TRENTO,0461/821343
Circolo di coordinamento n. 6,"Via Conti Spaur, 2 38010",Scuola dell'Infanzia di Zambana &quot;Girotondo&quot;,TERRE D'ADIGE,0461/241060
Circolo di coordinamento n. 7,"Via Filos, 2 38017",,MEZZOLOMBARDO,0461/494331
Circolo di coordinamento n. 7,"Piazza S Lorenzo, 2 38010",Scuola dell'Infanzia di Cavedago  &quot;L'albero azzurro&quot;,CAVEDAGO,0461/654340
Circolo di coordinamento n. 7,"Via Dallafior, 36 38023",Scuola dell'Infanzia di Cles  &quot;Casa del sole&quot;,CLES,0463/421760
Circolo di coordinamento n. 7,"Via Delle Scuole - Cunevo, 6 38010",Scuola dell'Infanzia di Cunevo,CONTÁ,0461/652520
Circolo di coordinamento n. 7,"Via Villa, 43 38010",Scuola dell'Infanzia di Fai Paganella,FAI DELLA PAGANELLA,0461/583360
Circolo di coordinamento n. 7,"Via Fratelli Pinamonti - Rallo - Tassullo,   38019",Scuola dell'Infanzia di Rallo di Tassullo  &quot;Nuovo germoglio&quot;,VILLE D'ANAUNIA,0463/451568
Circolo di coordinamento n. 7,"Via Canestrini, 9/A 38028",Scuola dell'Infanzia di Revò &quot;I girasoli&quot;,NOVELLA,0463/431044
Circolo di coordinamento n. 7,"Via Villotta, 10 38030",Scuola dell'Infanzia di Roverè della Luna,ROVERE' DELLA LUNA,0461/658519
Circolo di coordinamento n. 7,"Via Biasi, 1/D 38010",Scuola dell'Infanzia di S.Michele all' Adige  &quot;Il Germoglio&quot;,SAN MICHELE ALL'ADIGE,0461/662154
Circolo di coordinamento n. 7,"Piazza Anaunia, 2 38010",Scuola dell'Infanzia di Sporminore &quot;Fratelli Remondini&quot;,SPORMINORE,0461/641186
Circolo di coordinamento n. 7,"Via Castel Vervassium - Vervo, 7 38012",Scuola dell'Infanzia di Vervò  &quot;Il bosco degli gnomi&quot;,PREDAIA,0463/463314
Circolo di coordinamento n. 9,"Viale Trento, 37/E 38068",,ROVERETO,0464/493116
Circolo di coordinamento n. 9,"Via Volta, 1 38068",Scuola dell'Infanzia di Rovereto Fucine,ROVERETO,0464/420477
Circolo di coordinamento n. 9,"Via Livenza, 27 38068",Scuola dell'Infanzia di Rovereto Lizzana  &quot;Girogirotondo&quot;,ROVERETO,0464 437839
Circolo di coordinamento n. 9,"Via Venezia, 11 38068",Scuola dell'Infanzia di Rovereto Rione Sud  &quot;Il giardino incantato&quot;,ROVERETO,0464 431163
Circolo di coordinamento n. 9,"Via Telani, 4 38068",Scuola dell'Infanzia di Rovereto San Giorgio   &quot;Don A. Rossaro&quot;,ROVERETO,0464 433713
Centro Formazione Professionale ENAIP - Arco,"Via Gazzoletti, 8 38062",SETTORE INDUSTRIA E ARTIGIANATO,ARCO,0464/516465
SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO,"Via Saibanti, 6 38068",SCUOLA PRIMARIA &quot;LA VELA&quot; ROVERETO,ROVERETO,0464/434047
SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO,"Via Saibanti, 6 38068",,ROVERETO,0464/434047
Istituto Formazione Professionale Alberghiero - Rovereto,"Viale Dei Colli, 17 38068",SETTORE SERVIZI,ROVERETO,0464/439164
Istituto Formazione Professionale Alberghiero - Rovereto,"Viale Dei Colli, 17 38068",SETTORE SERVIZI SERALE,ROVERETO,0464/439164
SCUOLA PARITARIA LA VELA - FONDAZIONE FAMIGLIA MATERNA - ROVERETO,"Via Saibanti, 6 38068",SCUOLA SECONDARIA DI PRIMO GRADO &quot;LA VELA&quot; ROVERETO,ROVERETO,0464/435746
Centro Formazione Professionale Opera Armida Barelli - Levico,"Viale Roma, 61 38056",SETTORE SERVIZI,LEVICO TERME,0461/706145
ISTITUTO COMPRENSIVO VILLA LAGARINA,"Via Stockstadt Am Rhein, 3 38060",SCUOLA SECONDARIA DI PRIMO GRADO &quot;A. FRANK&quot; VILLA LAGARINA,VILLA LAGARINA,0464/411312
ISTITUTO COMPRENSIVO VILLA LAGARINA,"Via Stockstadt Am Rhein, 9 38060",SCUOLA PRIMARIA &quot;P. LODRON&quot; VILLA LAGARINA,VILLA LAGARINA,0464/411312
Centro Formazione Professionale UPT - Borgo Valsugana,"Via Borsieri, 2 38122",SETTORE SERVIZI,TRENTO,0461/987180
Centro Formazione Professionale UPT - Borgo Valsugana,"Via Giovanni Prati, 22 38122",,TRENTO,0461/987180
Istituto Formazione Professionale Alberghiero - Levico,"Via Ziehl, 5 38056",SETTORE INDUSTRIA E ARTIGIANATO,LEVICO TERME,0461/706294
Istituto Formazione Professionale Alberghiero - Levico,"Via Ziehl, 5 38056",SETTORE SERVIZI SERALE,LEVICO TERME,0461/706294
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Via Delle Fonti - Transacqua, 10 38054",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Via Delle Fonti - Transacqua, 10 38054",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Via Delle Fonti - Transacqua, 10 38054",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435
ISTITUTO COMPRENSIVO MORI,"Via Del Car, 38 38060",SCUOLA PRIMARIA RONZO CHIENIS,RONZO-CHIENIS,0464/918669
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA","Viale Dei Tigli, 43 38066",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,RIVA DEL GARDA,0464/578511
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento","Via Asiago, 14 38123",SETTORE INDUSTRIA E ARTIGIANATO SERALE,TRENTO,0461/933147
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA","Viale Dei Tigli, 43 38066",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO SERALE,RIVA DEL GARDA,0464/578511
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Via Maistrelli - Tuenno, 11 38019",SCUOLA SECONDARIA DI PRIMO GRADO &quot;E. Leonardi&quot; TUENNO,VILLE D'ANAUNIA,0461/655783
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""","Via Delle Tre Croci, 40 38121",SCUOLA PRIMARIA &quot;E. DECARLI&quot; MEANO,TRENTO,0461/990287
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento","Viale Verona, 141 38123",SETTORE SERVIZI SERALE,TRENTO,0461/933147
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Via Iv Novembre, 13 38050",SCUOLA PRIMARIA MEZZANO,MEZZANO,0439/62435
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""","Via IV Novembre, 42/1 38121",SCUOLA PRIMARIA &quot;PIGARELLI&quot; GARDOLO TRENTO,TRENTO,0461/990287
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA","Viale Dei Tigli, 43 38066",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,RIVA DEL GARDA,0464/578511
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO","Via Balista, 6 38068",ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI SERALE,ROVERETO,0464/485511
"LICEO ""A. Maffei"" - RIVA DEL GARDA","Via Alberti Lutti, 7 38066",LICEO SCIENTIFICO OPZIONE SCIENZE APPLICATE,RIVA DEL GARDA,0464/552316
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Via Laghetto - San Martino Di Castrozza, 28 38054",SCUOLA PRIMARIA &quot;B. ZANETEL&quot; S.MARTINO DI CASTROZZA,PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435
ISTITUTO COMPRENSIVO ROVERETO SUD,"Via Livenza, 1 38068",SCUOLA SECONDARIA DI PRIMO GRADO &quot;F. HALBHERR&quot; ROVERETO,ROVERETO,0464/420532
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""","Via Dei Campi Neri, 1 38023",SCUOLA PRIMARIA CLES,CLES,0463/421457
"LICEO LINGUISTICO ""S. M. Scholl"" - TRENTO","Via Mattioli, 8 38122",LICEO LINGUISTICO,TRENTO,0461914499
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO","Via Balista, 6 38068",ISTITUTO PROFESSIONALE PER IL SETTORE DEI SERVIZI,ROVERETO,0464/485511
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Via Nazionale - Flavon,   38010",SCUOLA PRIMARIA FLAVON,CONTÁ,0461/655783
ISTITUTO COMPRENSIVO ROVERETO SUD,"Via II Novembre, 57 38068",SCUOLA PRIMARIA &quot;A. ROSMINI&quot; MARCO,ROVERETO,0464/420532
ISTITUTO COMPRENSIVO RIVA 1,"Viale Pernici, 21 38066",SCUOLA PRIMARIA &quot;N. PERNICI&quot; RIVA DEL GARDA,RIVA DEL GARDA,0464/553088
ISTITUTO COMPRENSIVO RIVA 1,"Via De Bonetti,   38069",SCUOLA PRIMARIA NAGO TORBOLE,NAGO-TORBOLE,0464/553088
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO","Via Balista, 6 38068",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,ROVERETO,0464/485511
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""","Via di Ronco - Mione, 17 38020",SCUOLA PRIMARIA &quot;O.Focherini M.Marchesi&quot; MIONE RUMO,RUMO,0463/421457
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Via Colle Verde, 3 38010",SCUOLA PRIMARIA &quot;MONS. S. WEBER&quot; DENNO,DENNO,0461/655783
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO","Via Balista, 6 38068",ISTITUTO TECNICO PER IL SETTORE ECONOMICO SERALE,ROVERETO,0464/485511
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Via S Maurizio, 3 38010",SCUOLA PRIMARIA &quot;M. PEZZI&quot; CAMPODENNO,CAMPODENNO,0461/655783
ISTITUTO COMPRENSIVO ROVERETO SUD,"Via Benacense, 32 38068",SCUOLA PRIMARIA &quot;D. ALIGHIERI&quot; ROVERETO,ROVERETO,0464/420532
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""","Via IV Novembre, 35/1 38121",SCUOLA SECONDARIA DI PRIMO GRADO &quot;S. PEDROLLI&quot; GARDOLO TRENTO,TRENTO,0461/990287
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA","Viale Dei Tigli, 43 38066",ISTITUTO TECNICO PER IL SETTORE ECONOMICO,RIVA DEL GARDA,0464/578511
ISTITUTO COMPRENSIVO ROVERETO SUD,"Via Benacense, 32 38068",,ROVERETO,0464/420532
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Viale Monte Grappa - Fiera di Primiero, 12 38054",SCUOLA SECONDARIA DI PRIMO GRADO &quot;L. NEGRELLI&quot;  - FIERA DI PRIMIERO,PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""","Via Chini, 31 38023",SCUOLA SECONDARIA DI PRIMO GRADO &quot;V. Inama&quot; CLES,CLES,0463/421457
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO","Via Balista, 6 38068",EDUCAZIONE PER ADULTI RELATIVA AL PRIMO CICLO,ROVERETO,0464/485511
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""","Frazione Livo,  92 38020",SCUOLA PRIMARIA VAROLLO LIVO &quot;Chiara Lubich&quot;,LIVO,0463/421457
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Via Maistrelli - Tuenno, 11 38019",SCUOLA PRIMARIA &quot;V. Maistrelli&quot; TUENNO,VILLE D'ANAUNIA,0461/655783
"ISTITUTO DI ISTRUZIONE ""don L.Milani"" - ROVERETO","Via Balista, 6 38068",,ROVERETO,0464/485511
ISTITUTO COMPRENSIVO ISERA - ROVERETO,"Viale Della Vittoria, 43 38068",SCUOLA SECONDARIA DI PRIMO GRADO &quot;A. DEGASPERI&quot; ROVERETO,ROVERETO,0464/431515
ISTITUTO COMPRENSIVO RIVA 1,"Via S Alessandro, 11 38066",SCUOLA PRIMARIA S. ALESSANDRO RIVA DEL GARDA,RIVA DEL GARDA,0464/553088
"LICEO ""A. Maffei"" - RIVA DEL GARDA","Via Alberti Lutti, 7 38066",LICEO LINGUISTICO,RIVA DEL GARDA,0464/552316
"LICEO ""A. Maffei"" - RIVA DEL GARDA","Via Alberti Lutti, 7 38066",LICEO MUSICALE E COREUTICO,RIVA DEL GARDA,0464/552316
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Piazza Pilati - Tassullo, 6 38019",SCUOLA PRIMARIA TASSULLO,VILLE D'ANAUNIA,0461/655783
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Via Colle Verde, 3 38010",SCUOLA SECONDARIA DI PRIMO GRADO &quot;V. VIELMETTI&quot; DENNO,DENNO,0461/655783
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Via Delle Fonti - Transacqua, 10 38054",,PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Localita Lausen, 13/Z 38050",SCUOLA SECONDARIA DI PRIMO GRADO CANAL SAN BOVO,CANAL SAN BOVO,0439/62435
"LICEO ""A. Maffei"" - RIVA DEL GARDA","Via Alberti Lutti, 7 38066",LICEO DELLE SCIENZE UMANE,RIVA DEL GARDA,0464/552316
"LICEO ""A. Maffei"" - RIVA DEL GARDA","Via Alberti Lutti, 7 38066",LICEO SCIENTIFICO,RIVA DEL GARDA,0464/552316
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""","Via IV Novembre, 35/1 38121",,TRENTO,0461/990287
"LICEO ""A. Maffei"" - RIVA DEL GARDA","Via Alberti Lutti, 7 38066",LICEO CLASSICO,RIVA DEL GARDA,0464/552316
ISTITUTO COMPRENSIVO ROVERETO SUD,"Via Piave,  18 38068",SCUOLA PRIMARIA &quot;F. GUELLA&quot; LIZZANA,ROVERETO,0464/420532
"Istituto Formazione Professionale Servizi alla Persona e Legno ""S. Pertini"" - Trento","Via Asiago, 14 38123",SETTORE INDUSTRIA E ARTIGIANATO,TRENTO,0461/933147
ISTITUTO COMPRENSIVO MORI,"Via Giovanni XXIII, 64 38065",,MORI,0464/918669
"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""G. Floriani"" - RIVA DEL GARDA","Viale Dei Tigli, 43 38066",ISTITUTO TECNICO PER IL SETTORE TECNOLOGICO,RIVA DEL GARDA,0464/578511
ISTITUTO COMPRENSIVO RIVA 1,"Viale Damiano Chiesa, 10 38066",SCUOLA SECONDARIA DI PRIMO GRADO &quot;D. CHIESA&quot; RIVA DEL GARDA,RIVA DEL GARDA,0464/553088
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Localita Lausen, 14 38050",SCUOLA PRIMARIA &quot;F. LOSS&quot; CANAL SAN BOVO,CANAL SAN BOVO,0439/62435
ISTITUTO COMPRENSIVO BASSA ANAUNIA - TUENNO,"Piazza Guardi, 7 38010",SCUOLA PRIMARIA VIGO TON,TON,0461/655783
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""","Via Alle Oselere,   38121",SCUOLA PRIMARIA &quot;I. CALVINO&quot; VIGO MEANO,TRENTO,0461/990287
"ISTITUTO COMPRENSIVO CLES ""B. Clesio""","Via Chini, 31 38023",,CLES,0463/421457
ISTITUTO COMPRENSIVO ISERA - ROVERETO,"Via Unione, 23 38068",SCUOLA PRIMARIA &quot;F.lli FILZI&quot; ROVERETO,ROVERETO,0464/431515
ISTITUTO COMPRENSIVO DI SCUOLA PRIMARIA E SECONDARIA DI PRIMIERO,"Via Sorelle Lucian - Tonadico, 8 38054",SCUOLA PRIMARIA &quot;CARD. J. BERNARDIN&quot; TONADICO,PRIMIERO SAN MARTINO DI CASTROZZA,0439/62435
"ISTITUTO COMPRENSIVO TRENTO 7 ""Rita Levi Montalcini""","Via S Anna, 3 38121",SCUOLA PRIMARIA &quot;S. ANNA&quot; GARDOLO TRENTO,TRENTO,0461/990287
ISTITUTO COMPRENSIVO MORI,"Via Scuole, 21 38065",SCUOLA PRIMARIA MORI,MORI,0464/918669
ISTITUTO COMPRENSIVO RIVA 1,"Viale Damiano Chiesa, 10 38066",,RIVA DEL GARDA,0464/553088
ISTITUTO COMPRENSIVO MORI,"Via Giovanni XXIII, 64 38065",SCUOLA SECONDARIA DI PRIMO GRADO &quot;B. MALFATTI&quot; MORI,MORI,0464/918669
Centro Formazione Professionale UPT - Trento,"Via Borsieri, 2 38122",SETTORE SERVIZI,TRENTO,0461/239997
Centro Formazione Professionale UPT - Cles,"Via D Agostin, 2 38023",SETTORE SERVIZI,CLES,0463/422820
