,data_inserimento,ord_scol_cap,ord_scol_ord,strutt_liv_1_cap,strutt_liv_1_cod_miur,strutt_liv_1_cod_pat,tipo_ora_id,valore,valore_d,valore_n,anno_scol,anno_corso,miur_code
0,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Morning,0.0176991150442477,113.0,2.0,2020/21,1,TNIS00100P
1,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Morning,0.0264900662251655,151.0,4.0,2020/21,2,TNIS00100P
2,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Morning,0.0084745762711864,118.0,1.0,2020/21,3,TNIS00100P
3,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Morning,0.008695652173913,115.0,1.0,2020/21,4,TNIS00100P
4,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Morning,0.008130081300813,123.0,1.0,2020/21,5,TNIS00100P
5,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Evening,0.5217391304347826,23.0,12.0,2020/21,3,TNIS00100P
6,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Evening,0.0,18.0,0.0,2020/21,4,TNIS00100P
7,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""La Rosa Bianca"" - CAVALESE",TNIS00100P,220509501,Evening,0.0,7.0,0.0,2020/21,5,TNIS00100P
8,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Tione di Trento,,221999599,Morning,0.0266666666666666,75.0,2.0,2020/21,1,TNCF001001
9,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Tione di Trento,,221999599,Morning,0.0336134453781512,119.0,4.0,2020/21,2,TNCF001001
10,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Tione di Trento,,221999599,Morning,0.0673076923076923,104.0,7.0,2020/21,3,TNCF001001
11,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Tione di Trento,,221999599,Morning,0.0138888888888888,72.0,1.0,2020/21,4,TNCF001001
12,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Tione di Trento,,221999599,Morning,0.0,25.0,0.0,2020/21,5,TNCF001001
13,1640991601000,Professional School,5,Centro Formazione Professionale ENAIP - Varone di Riva del Garda,,221539599,Morning,0.0263157894736842,76.0,2.0,2020/21,1,TNCF007001
14,1640991601000,Professional School,5,Centro Formazione Professionale ENAIP - Varone di Riva del Garda,,221539599,Morning,0.0,101.0,0.0,2020/21,2,TNCF007001
15,1640991601000,Professional School,5,Centro Formazione Professionale ENAIP - Varone di Riva del Garda,,221539599,Morning,0.1595744680851064,94.0,15.0,2020/21,3,TNCF007001
16,1640991601000,Professional School,5,Centro Formazione Professionale ENAIP - Varone di Riva del Garda,,221539599,Morning,0.1636363636363636,55.0,9.0,2020/21,4,TNCF007001
17,1640991601000,Professional School,5,Centro Formazione Professionale ENAIP - Varone di Riva del Garda,,221539599,Morning,0.0,44.0,0.0,2020/21,5,TNCF007001
18,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Villazzano,,222059597,Morning,0.1101694915254237,118.0,13.0,2020/21,1,TNCF008001
19,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Villazzano,,222059597,Morning,0.0314465408805031,159.0,5.0,2020/21,2,TNCF008001
20,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Villazzano,,222059597,Morning,0.1079136690647482,139.0,15.0,2020/21,3,TNCF008001
21,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Villazzano,,222059597,Morning,0.0266666666666666,75.0,2.0,2020/21,4,TNCF008001
22,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Villazzano,,222059597,Morning,0.0,28.0,0.0,2020/21,5,TNCF008001
23,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Villazzano,,222059597,Evening,0.3823529411764705,34.0,13.0,2020/21,2,TNCF008001
24,1640991602000,Professional School,5,Centro Formazione Professionale ENAIP - Villazzano,,222059597,Evening,0.3793103448275862,29.0,11.0,2020/21,3,TNCF008001
25,1640991602000,Professional School,5,Centro Formazione Professionale Opera Armida Barelli - Rovereto,,221619598,Morning,0.063063063063063,111.0,7.0,2020/21,1,TNCF005001
26,1640991602000,Professional School,5,Centro Formazione Professionale Opera Armida Barelli - Rovereto,,221619598,Morning,0.0495867768595041,121.0,6.0,2020/21,2,TNCF005001
27,1640991602000,Professional School,5,Centro Formazione Professionale Opera Armida Barelli - Rovereto,,221619598,Morning,0.1415929203539823,113.0,16.0,2020/21,3,TNCF005001
28,1640991602000,Professional School,5,Centro Formazione Professionale Opera Armida Barelli - Rovereto,,221619598,Morning,0.1265822784810126,79.0,10.0,2020/21,4,TNCF005001
29,1640991602000,Professional School,5,Centro Formazione Professionale Opera Armida Barelli - Rovereto,,221619598,Morning,0.0416666666666666,24.0,1.0,2020/21,5,TNCF005001
30,1640991602000,Professional School,5,Centro Formazione Professionale Pavoniano Artigianelli - Trento,,222059596,Morning,0.0,58.0,0.0,2020/21,1,TNCF004001
31,1640991602000,Professional School,5,Centro Formazione Professionale Pavoniano Artigianelli - Trento,,222059596,Morning,0.0428571428571428,70.0,3.0,2020/21,2,TNCF004001
32,1640991602000,Professional School,5,Centro Formazione Professionale Pavoniano Artigianelli - Trento,,222059596,Morning,0.1904761904761904,84.0,16.0,2020/21,3,TNCF004001
33,1640991602000,Professional School,5,Centro Formazione Professionale Pavoniano Artigianelli - Trento,,222059596,Morning,0.0,50.0,0.0,2020/21,4,TNCF004001
34,1640991602000,Professional School,5,Centro Formazione Professionale Pavoniano Artigianelli - Trento,,222059596,Morning,0.02,50.0,1.0,2020/21,5,TNCF004001
35,1640991602000,Professional School,5,Centro Formazione Professionale UPT - Trento,,222059599,Morning,0.2941176470588235,68.0,20.0,2020/21,1,TNCF003001
36,1640991602000,Professional School,5,Centro Formazione Professionale UPT - Trento,,222059599,Morning,0.0224719101123595,89.0,2.0,2020/21,2,TNCF003001
37,1640991602000,Professional School,5,Centro Formazione Professionale UPT - Trento,,222059599,Morning,0.1558441558441558,77.0,12.0,2020/21,3,TNCF003001
38,1640991602000,Professional School,5,Centro Formazione Professionale UPT - Trento,,222059599,Morning,0.0,66.0,0.0,2020/21,4,TNCF003001
39,1640991602000,Professional School,5,Centro Formazione Professionale UPT - Trento,,222059599,Morning,0.0,59.0,0.0,2020/21,5,TNCF003001
40,1640991602000,Professional School,5,Centro Formazione Professionale UPT - Trento,,222059599,Evening,0.4181818181818181,55.0,23.0,2020/21,3,TNCF003001
41,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,229.0,0.0,2020/21,1,TNIS00300A
42,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.005,200.0,1.0,2020/21,2,TNIS00300A
43,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,180.0,0.0,2020/21,3,TNIS00300A
44,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,120.0,0.0,2020/21,4,TNIS00300A
45,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Morning,0.0,99.0,0.0,2020/21,5,TNIS00300A
46,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0,4.0,0.0,2020/21,2,TNIS00300A
47,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0,12.0,0.0,2020/21,3,TNIS00300A
48,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0909090909090909,11.0,1.0,2020/21,4,TNIS00300A
49,1640991601000,Highschool,4,"ISTITUTO DI ISTRUZIONE ""M. Martini"" - MEZZOLOMBARDO",TNIS00300A,221179501,Evening,0.0769230769230769,13.0,1.0,2020/21,5,TNIS00300A
50,1640991602000,Highschool,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""",TNSD02000X,222059516,Morning,0.0181818181818181,220.0,4.0,2020/21,1,TNSD02000X
51,1640991602000,Highschool,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""",TNSD02000X,222059516,Morning,0.0118110236220472,254.0,3.0,2020/21,2,TNSD02000X
52,1640991602000,Highschool,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""",TNSD02000X,222059516,Morning,0.0181818181818181,275.0,5.0,2020/21,3,TNSD02000X
53,1640991602000,Highschool,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""",TNSD02000X,222059516,Morning,0.018348623853211,218.0,4.0,2020/21,4,TNSD02000X
54,1640991602000,Highschool,4,"LICEO DELLE ARTI DI TRENTO E ROVERETO ""Vittoria-Bonporti-Depero""",TNSD02000X,222059516,Morning,0.0,229.0,0.0,2020/21,5,TNSD02000X
55,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Morning,0.0,170.0,0.0,2020/21,1,TNTD18000T
56,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Morning,0.0053763440860215,186.0,1.0,2020/21,2,TNTD18000T
57,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Morning,0.0,155.0,0.0,2020/21,3,TNTD18000T
58,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Morning,0.0,172.0,0.0,2020/21,4,TNTD18000T
59,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Morning,0.0175438596491228,171.0,3.0,2020/21,5,TNTD18000T
60,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Evening,0.4166666666666667,12.0,5.0,2020/21,1,TNTD18000T
61,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Evening,0.0909090909090909,11.0,1.0,2020/21,2,TNTD18000T
62,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Evening,0.2105263157894736,38.0,8.0,2020/21,3,TNTD18000T
63,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Evening,0.1111111111111111,27.0,3.0,2020/21,4,TNTD18000T
64,1640991602000,Highschool,4,"ISTITUTO TECNICO ECONOMICO ""A. Tambosi"" - TRENTO",TNTD18000T,222059503,Evening,0.054054054054054,37.0,2.0,2020/21,5,TNTD18000T
65,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Morning,0.0,138.0,0.0,2020/21,1,TNTD100001
66,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Morning,0.0,149.0,0.0,2020/21,2,TNTD100001
67,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Morning,0.0197368421052631,152.0,3.0,2020/21,3,TNTD100001
68,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Morning,0.0,118.0,0.0,2020/21,4,TNTD100001
69,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Morning,0.0,144.0,0.0,2020/21,5,TNTD100001
70,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Evening,0.1538461538461538,13.0,2.0,2020/21,3,TNTD100001
71,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Evening,0.0625,16.0,1.0,2020/21,4,TNTD100001
72,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""C.A. Pilati"" - CLES",TNTD100001,220629501,Evening,0.3333333333333333,9.0,3.0,2020/21,5,TNTD100001
73,1640991601000,Highschool,4,"ISTITUTO TECNICO ECONOMICO E TECNOLOGICO ""F. e G. Fontana"" - ROVERETO",TNTD020009,221619503,Morning,0.0129870129870129,77.0,1.0,2020/21,1,TNTD020009
